post_id,brand,title,content,created_at
122,Inna Organic 童顏有機,(品牌全品項),疾風幻影小喵咪・乾性肌膚・41歲・359 篇心得6很榮幸這次能抽中童顏有機的乳液跟乳霜 以前我就用過他們家的乳香馥活油 而我本身也很喜歡乳香精油這類東方調的味道 這次的乳液跟乳霜也讓我感到很滿意這次試用的是小容量的乳霜*2 對我這大乾皮人來說，乳霜是絕不可少保養品之一 除了冬天之外，春秋也是以乳霜做保養為主  而這款乳香逆時童顏霜，也正如它的名字一般(看完整內容),
123,Inna Organic 童顏有機,(品牌全品項),JoanZhan・混合性肌膚・30歲・54 篇心得6很開心抽到童顏有機的體驗～ 此次適用為以下產品  【乳香逆時童顏霜】 【乳香活膚修護乳】  試用時長約為二週時間， 使用當下的時機為春季，近日來溫差大的天氣但白天又長期待在冷氣房中~  肌膚狀況為 混合肌T字偏油 臉頰為中性肌~ 近期因換季下巴有小粉刺的狀況  此次試用期間只會使用自用化妝水及本次試(看完整內容),
124,Inna Organic 童顏有機,(品牌全品項),kenzobonny・混合性肌膚・37歲・136 篇心得6「Inna Organic 童顏有機」是以專業、安全、天然且有效的知名有機保養品牌，他們也是全台灣第一個取得美國EWG健康及環境友善標準認證的品牌。 這次試用的商品為「Inna Organic 童顏有機」的長期熱銷品「乳香逆時童顏霜」！雖為試用品，但包裝也十分注重！沈著的深色玻璃瓶器，可以避免精油照射(看完整內容),
125,Inna Organic 童顏有機,(品牌全品項),茉・混合性肌膚・46歲・351 篇心得7此款面膜的外包裝色調是粉藍色，敷用時間大約10分鐘，精華質地是淡褐色液狀，不會给人黏膩或是濃稠感，精華是很輕質清透如同化妝水的質地，面膜的布質設計很薄透，還蠻服貼不容易滑動，眼窩鼻樑處可能是自身的臉型關係，較無法平整貼合，其它都還服貼於臉龐，遠遠看還真是挺隱形，看不太出來正在敷面膜。沒藥水潤淨化隱形面(看完整內容),
126,Inna Organic 童顏有機,(品牌全品項),"arteck1289・混合性肌膚・47歲・29 篇心得7感謝 @cosme  辦的活動讓我有機會抽到Inna Organic 童顏有機「乳香逆時童顏霜」  5ML - 2罐的試用瓶MIT的品牌。童顏有機 乳香逆時童顏霜正貨50ML 定價NT$2,880。這次收到的5ML -2罐的試用瓶為10ML價值NT$288，百貨公司的廠牌相同類型還有更貴的，但只要是適(看完整內容)",
127,Inna Organic 童顏有機,(品牌全品項),"arteck1289・混合性肌膚・47歲・29 篇心得7這次收到@cosme  寄來的Inna Organic 童顏有機「乳香活膚修護乳」 10ML 試用瓶，這是台灣的廠商製造的。正貨50ML 定價NT$1,220 ,這次收到的試用瓶為10ML就價值NT$244，感謝廠商的好康分享，讓我有體驗的機會。  打開  童顏有機「乳香活膚修護乳」瓶蓋 撲鼻而來的是(看完整內容)",
128,Inna Organic 童顏有機,(品牌全品項),evalinlin・混合性肌膚・35歲・69 篇心得6很高興收到童顏有機的乳香緊緻童顏精華的試用，因為我本身有在睡前擦精油的習慣，所以也蠻習慣睡前嗅聞乳香精油，因為我知道乳香精油的功效本身就有護膚、抗老、滋潤及穩定心神等功效，不過市面上較少有添加乳香等有機美容保養品，所以能收到這試用品我蠻期待的。  乳香本身就是一種木質調的味道（它就是樹木的汁液，是樹脂(看完整內容),
129,Inna Organic 童顏有機,(品牌全品項),Jayda・混合性肌膚・38歲・114 篇心得7感謝Inna Organic童顏有機和@COSME給予乳香系列三項試用品，這篇是照片中間的乳香撫紋潤唇精華的試用心得:)  乳香撫紋潤唇精華使用天然的紅石榴萃取，用植物蠟取代一般護唇膏添加的礦物油，打造的安全純素潤純產品 軟管設計，還蠻大支的，但開關蓋的設計不太好用，蓋子非常緊，不好開也不方便蓋，總(看完整內容),
130,Inna Organic 童顏有機,(品牌全品項),changlala・混合性肌膚・29歲・41 篇心得3這款童顏有機-純粹修護潤唇精華 10ml價格560元是偏貴了，但是童顏有機他們家，將收入1%幫助兒童教育，是一個很棒的理念。 潤唇精華，無添加香精、精油，所以使用上並不會有任何味道，不會有過多的負擔。 設計是這種類似眼周保養的陶瓷頭，彎曲的曲線設計，可以更貼合唇部，減少唇部肌膚拉扯，這點很棒哦。 使用(看完整內容),
131,Inna Organic 童顏有機,(品牌全品項),夢馨・乾性肌膚・42歲・59 篇心得7非常感謝Inna Organic童顏有機和@cosme，給我這個機會體驗「乳香緊致馥活油」，這次是我第二次體驗Inna Organic童顏有機的商品，真的非常幸運！！第一次是體驗「乳香緊致童顏精華」和「乳香逆時童顏霜」，這一次是「乳香緊致馥活油」，收到體驗品時，我馬上打開來體驗，Inna Organi(看完整內容),
132,Inna Organic 童顏有機,(品牌全品項),PattyChou・混合性肌膚・41歲・32 篇心得7非常開心收到cosme提供試用機會，這次收到的產品是＂乳香緊致馥活油３０ＭＬ，以前總覺得精華油會有黏膩、會因為悶熱而致痘之類的迷思，本身膚質是混合偏乾性肌膚，使用至今油膩感這點是有讓我改觀，沒想像的油膩或不適感保濕度也很好。 本身使用的方式：因夏季悶熱，滴１－２下按摩再加上後續的保養品（使用之前會再用(看完整內容),
133,Inna Organic 童顏有機,(品牌全品項),hlwang・乾性肌膚・41歲・110 篇心得7感謝@COSme讓我抽中 童顏有機INNA ORGANIC乳香緊致馥活油 30ml 正品售價 $1480 被抽中超開心的 因為我的乾肌超適合油類產品😆 話說這罐馥活油有驚艷到我！😍  商品資料說明表示童顏有機是台灣品牌 追求天然、安全及有效的安淨保養！（Clean Beauty) 很棒呢！除了產品外，(看完整內容),
134,Inna Organic 童顏有機,(品牌全品項),fubuki・混合性肌膚・47歲・34 篇心得5這次體驗的是童顏有機 INNA ORGANIC 乳香緊致馥活油 30ml。INNA ORGANIC 為肌膚提供的是[長效永續]，不使用任何速效但可能造成人體或環境長期危害的成分！天然有機、安全而且有效，還必須同時符合COSMOS&EWG 雙認證的標準。INNA來自台語的囡仔，因為我們希望使用者(看完整內容),
135,Inna Organic 童顏有機,(品牌全品項),小比・乾性肌膚・40歲・89 篇心得6童顏有機乳香緊致馥活油   一收到這款油，看到他上面寫...乳香... 挖 精油之王，就覺得好高級啊，再加上我本身 膚質就偏乾，所以一直以來對於油類產品就都有很高的興趣， 童顏有機..一直有耳聞這個牌子，原來是台灣品牌...要支持啊啊... 健康友善認證和有機認證、純素保養品，也無動物實驗、不含防腐劑(看完整內容),
136,Inna Organic 童顏有機,(品牌全品項),黃美如・乾性肌膚・39歲・86 篇心得3感謝cosme讓我有機會試用到~童顏有機乳香緊緻賦活油，我屬於混合偏乾的皮膚，使用油類產品也不容易長痘痘！使用油類保養品通常皮膚變得細緻滑嫩！        童顏有機乳香緊緻賦活油，打開有精油的香味！滴在手上像水一樣會流動！顏色是透明！在前導液後使用，塗上去沒有黏膩感！皮膚像多了一個保護膜在上面，在燈(看完整內容),
137,Inna Organic 童顏有機,(品牌全品項),Ying0607・乾性肌膚・46歲・22 篇心得6很開心抽到Inna Organic 童顏有機【乳香緊致馥活油】試用品 原本對油類保養品就有點興趣 這次剛好很幸用可以試用看看 Inna Organic 童顏有機的產品有強調是無添加矽靈 乳香緊致馥活油質地輕薄透 適合台灣濕熱的天氣  我自己的使用方式是在化妝水和精華之後 滴幾滴在手掌心搓熱 然後在臉上(看完整內容),
138,Inna Organic 童顏有機,(品牌全品項),琉架・混合性肌膚・40歲・96 篇心得5這次收到的是童顏有機INNA ORGANIC 乳香緊致馥活油，是一個主打有機保養的產品。 包裝有FSC™ 森林驗證  產品有EWG認證和ECOCERT有機驗證 是從裡到外都符合長效永續、天然有機，對大自然友善的產品，成分一目瞭然，包裝上就看的一清二楚，而且乳香緊致馥活油因為裡面含有精油的關係瓶身是不透(看完整內容),
139,Inna Organic 童顏有機,(品牌全品項),發燙的麻糬・混合性肌膚・40歲・299 篇心得2🌟膚質簡介～夏天膚質：混合肌直逼中東油田爆痘肌。 冬天膚質：兩頰偏乾顴骨有小雀斑、T字部位出油。一年四季時不時都會有痘痘粉刺到臉上開趴⋯與天生麗質絕緣，跟85%普羅大眾老百姓有著絕大多數瑕疵比例，每天一定都會化妝上班。  每次只要收到公關品，我就會把手邊使用的產品完全停掉，專心感受公關品所帶給皮膚的影(看完整內容),
140,Inna Organic 童顏有機,(品牌全品項),tinyu・混合性肌膚・44歲・294 篇心得4抽中正品試用乳香緊致馥活油 容量30ml 【產品說明】 市售油保養往往為了做到輕薄質地，添加了矽靈，會影響有效成份的吸收。 乳香緊致馥活油專為亞洲潮濕氣候研發出輕、薄、透的質地，突破天然有機油體的厚重限制；成份結構與皮膚油脂相近，能幫助肌膚有效吸收。 更添加有「精油之王」之稱的有機乳香精油，具極佳的緊(看完整內容),
141,Inna Organic 童顏有機,(品牌全品項),綠月季・混合性肌膚・38歲・104 篇心得3這次跟大家分享面膜，大家瞧瞧這面膜拿走後剩餘的精華液，整個很彭派。 『童顏有機』本主打天然的環境友善品牌， 這次試用的面膜，給了兩片做體驗，平常我也有敷片狀面膜的習慣， 通常會每次去角質後搭配敷面膜，來讓保養品吸收更完全些， 精華的香氣很怡人，是舒服的草本香氣，是真的會讓人放鬆的 順便感受一下芳香療法(看完整內容),
142,Inna Organic 童顏有機,(品牌全品項),李小桃・乾性肌膚・39歲・195 篇心得2感謝 @Cosme及 Inna Organic 童顏有機 提供的試用機會  產品說明： 全膚質適用的亮白面膜，添加肌膚彈性、均勻明亮膚色，溫和呵護肌膚的初生光采  使用時間：偏涼爽的新竹春天，早晚溫差大 膚質：乾但目前偏中性，保濕沒做好兩頰、嘴唇四周會緊繃  非常薄款的面膜，個人不太喜歡這類型，尤其(看完整內容),
143,Inna Organic 童顏有機,(品牌全品項),清流・混合性肌膚・34歲・180 篇心得4Inna Organic 童顏有機 致力開發天然、安全、有效的保養品，是全台灣第一個取得美國EWG對健康及環境友善標準認證，以及歐盟有機標準COSMOS認證 全產品不添加人工香精、酒精、矽靈與爭議性防腐劑，承諾收入的1%幫助兒童教育  市面上的保養品牌這麼多，可以做到以上的訴求，實在是不容易   In(看完整內容),
144,Inna Organic 童顏有機,(品牌全品項),鞋鞋・乾性肌膚・31歲・93 篇心得2首先，感謝Ur提供這次試用的機會。 這次試用的產品是童顏有機-乳香逆時童顏霜 乳霜添加有機奧圖玫瑰純露44%，標榜可當乳霜也可當眼霜使用。 乳霜本身是比較濃稠的質地，但很好推勻。 只是使用於臉部塗抹時，會有明顯的悶感。 需要靜置好一段時間後悶感才會消失。  在使用童顏系列前，我使用的產品是雪花秀的潤燥(看完整內容),
145,Inna Organic 童顏有機,(品牌全品項),知青・混合性肌膚・34歲・91 篇心得6Inna Organic 童顏有機是全台灣第一個取的美國EWG健康及環境友善標準認證的品牌， 之前有使用過它們家的乳香撫紋潤唇精華，很喜歡它天然的精油香氣， 它的滋潤度足夠又不黏膩，成分不添加人工香精、酒精、矽靈與爭議性防腐劑， 使用起來安心又溫和，讓我對這個品牌好感度提升很多~  身為一個對敷面膜情(看完整內容),
146,Inna Organic 童顏有機,(品牌全品項),知青・混合性肌膚・34歲・91 篇心得4Inna Organic 童顏有機是全台灣第一個取的美國EWG健康及環境友善標準認證的品牌， 之前有使用過它們家的乳香撫紋潤唇精華，很喜歡它天然的精油香氣， 它的滋潤度足夠又不黏膩，成分不添加人工香精、酒精、矽靈與爭議性防腐劑， 使用起來安心又溫和，讓我對這個品牌好感度提升很多~  這款乳香緊致童顏精(看完整內容),
147,Inna Organic 童顏有機,(品牌全品項),蔡蔡。・乾性肌膚・31歲・53 篇心得7產品的貼心設計，防壓蓋，要帶著外出很方便。透明乳白色質地，帶有木質精油香。  這是我第一次使用「童顏有機 Inna Organic」的產品，也是第一次使用有機產品，查了一下才知道原來是MIT的！是台灣第一個取得美國EWG健康及環境友善標準認證的品牌，產品也獲得歐盟COSMOS天然/有機認證，並且全產品(看完整內容),
