post_id,brand,title,content,created_at,sentiment,pain_points,highlights
128,DR.WU,玻尿酸保濕精華化妝水,首先感謝URCOSME與DR.WU給予這次試用「玻尿酸保濕精華化妝水」  本身是DR.WU的愛用者，這款產品3月檔期時入手，已經使用快兩個月，剛好又抽到這罐~~  在評價上，這次評價比較矛盾一點，剛好膚質介於好跟不好之間~~ ◎天氣炎熱、臉況出油脫皮過敏→濕敷改善沒有很明顯(輕微改善)，些微出油，敏感,,中性,效果無感;致敏,
129,DR.WU,玻尿酸保濕精華化妝水,DR. WU玻尿酸保濕精華液  香味：無 保濕：★★★★☆ 清爽：★★★★☆ 吸收：★★★★★   今年各大品牌都推出精華質地的化妝水 DR. WU也不例外 倒出來的時候不是完全水狀，是類精華會拉絲的質地 直接用手上臉就好超級方便適合懶人 而且我的天～～～吸收超及霹靂無敵快 真的沒有在騙人！！ 大,,正面,,"輕盈好吸收,保濕有感,香味宜人"
130,DR.WU,玻尿酸保濕精華化妝水,非常感謝DR.WU 能給我這個機會，體驗玻尿酸保濕精華化妝水，收到體驗品時，我馬上打開來體驗，DR.WU的體驗品真的很佛心，是跟正品一樣的C.C數，CP值超高的呢！體驗品尿酸保濕精華化妝水我是搭配另外兩種產品玻尿酸保濕精華液和玻尿酸保濕精華乳一起驗體，一共體驗了兩個星期以上16天喔！每天早上和晚上都有,,正面,,"保濕有感, 其他"
131,DR.WU,玻尿酸保濕精華化妝水,謝謝urcosme提供這次試用的機會， 在這換季溫差大的季節能有這組幫肌膚做好保濕打底， 洗完臉後首先使用的是這瓶， 玻尿酸保濕精華水，外瓶是清爽的藍清爽的藍色塑膠瓶， 質地是透明有點黏稠狀狀的精華水質地， 倒在手掌上可以些許流動的狀態。 這種化妝水的質地我習慣用手直接按壓在臉上， 一下下就被肌膚吸收,,錯誤,,
132,DR.WU,玻尿酸保濕精華化妝水,"首先謝謝urcosme及DR.WU提供這次試用的機會~  自己原本就使用過也蠻喜歡DR.WU的保養品 沒有多餘的保養品味道也有保濕度優勢實在很討人喜歡  這次一口氣收到三瓶正品試用,包含玻尿酸保濕化妝水、 玻尿酸保濕精華液、玻尿酸保濕精華乳,著實驚喜了好大一下!! 滿滿的玻尿酸..當天立馬拋棄原先的保",,正面,,"保濕有感,輕盈好吸收"
133,DR.WU,玻尿酸保濕精華化妝水,謝謝urcosme讓我有這次的體驗。3/25ㄧ收到就迫不急待的使用，洗臉後先使用Dr. Wu的杏仁酸，之後用這瓶化妝水到在化妝棉上，先輕輕擦全臉，在輕拍讓皮膚吸收，讓我好驚豔，因為這是我用過最快吸收的化妝水，ㄧ擦在臉上就吸收進去，有補水感又保濕，重點是不黏膩，這陣子天氣有冷有熱，有乾有濕，這瓶化妝水,,正面,,"輕盈好吸收, 保濕有感"
134,DR.WU,玻尿酸保濕精華化妝水,很高興能夠試用『DR.WU-玻尿酸保濕精華化裝水』     此款化妝水堅持五大研發基礎， 「無添加、不含酒精、高濃度、高等成分、高安全性」， 是敏弱膚質與術後保養的最佳選擇。    經過我的短期試用感想為， 此款化妝水不需使用太多精華用量十分節省， 玻尿酸具有一定的保濕效果不過有些許黏膩感， 無色無味,,錯誤,,
135,DR.WU,玻尿酸保濕精華化妝水,謝謝@cosme跟DR.WU讓我可以體驗產品 第一次抽到很開心    我夏天的保養方式洗完臉後會直接上化妝水 再上精華液 所以直接把化妝水改成DR.WU這款 其他方式不變 使用天數大約10天 我的肌膚混合T字出油兩頰偏乾 使用後起床感覺T字出油量稍微減少    用量上比照片再多一些 它質地很特別,,正面,,輕盈好吸收
136,DR.WU,玻尿酸保濕精華化妝水,首先感謝urcosme給我機會試用化妝水❤️加入好幾年了，終於被抽中可以試用了🥳  一收到當天我就馬上開封試用了（等不及🤣），這款是以前經典款的改版，外包裝由白罐（左邊）改成海藍色透明感罐（右邊），我自己覺得比以前看起來更有保濕清爽感XD一看就會覺得使用起來很清涼保濕又清爽～  光看外包裝我就超期待,,正面,,"保濕有感, 清爽, 外包裝質感"
137,DR.WU,玻尿酸保濕精華化妝水,超開心能夠抽中DR.WU玻尿酸保濕精華化妝水，感謝DR.WU及 UrCosme提供這一次試用的機會 ❤❤❤   剛開始收到的時候，覺得有點小擔心，因為先前有買過同系列的化妝水，但使用感受並不是太好  之前的 DR. WU 第一代的玻尿酸化妝水，全名我已經記不清了，當時拍到臉上並沒有被皮膚吸收的感覺,,中性,吸收差,
138,DR.WU,玻尿酸保濕精華化妝水,感謝UrCosme提供的試用品→DR.WU 玻尿酸保濕精華化妝水  讓我有這個榮信可以試用到此產品   依然非常簡約的設計 很喜歡這種簡簡單單的設計 低調卻還是帶著有質感瓶身 女人的化妝台上就是瓶瓶罐罐一大堆 越簡單的設計，才不會讓桌面看得很雜亂XD   產品顏色透明，沒有味道，質地有些稠 畢竟是精華,,錯誤,,
139,DR.WU,玻尿酸保濕精華化妝水,DR. WU在網路上評價不錯，這次趁著架上買一送一的活動把他們帶回家使用，替換掉我覺得稍嫌粘膩的霓淨思化妝水～  雖然名稱寫的是精華露，但其實是屬於化妝水唷～包裝說明寫：高機能保濕精華露，具有精華液微稠質地，能改善肌膚乾燥脫皮的現象。 秋冬真的保濕要做好呀～ 選錯產品不只保濕沒做好，還讓我的皮膚起,,負面,致痘致敏,輕盈好吸收
140,DR.WU,玻尿酸保濕精華化妝水,晃到保養品區，看到這瓶玻尿酸保濕精華，發現。。案情不單純。身為以前曾經超愛用他家玻尿酸精華液的我，立刻試試看。  1. 有點黏性（小牽絲）的化妝水。  2. 算是蠻容易吸收，可是要稍微輕拍才能不黏膩（手臂還未拍乾時候）。  3. 拍完吸收真的有變亮水嫩耶!  4. 有試擦在臉上靠近脖子處，沒有過敏。,,錯誤,,
141,DR.WU,玻尿酸保濕精華化妝水,很開心能抽中DR.WU玻尿酸保濕精華露，感謝DR.WU及 UrCosme提供試用機會。   〈商品說明〉 DR.WU玻尿酸保濕精華露無添加、不含酒精、高濃度全系列產品通過低敏、安全性與非致痘臨床測試，為敏弱肌與術後保養最佳選擇。  第五代玻尿酸運用HYALUCOMPLEX智慧型基因活水科技，結合大小分,,非評論,,
142,DR.WU,玻尿酸保濕精華化妝水,謝謝URCOSME及DR.WU提供「玻尿酸保濕精華露」試用， 第五代玻尿酸運用革命性「HYALUCOMPLEX智慧型肌因活水科技」，結合大、小分子玻尿酸， 另添加玻尿酸多醣體OptimHyal及玻尿酸保濕因子，能深入肌膚底層， 內外協同達到鎖水、補水、保水、活水，長效保濕使肌膚充滿水潤光澤。  「玻尿,,非評論,,
143,DR.WU,玻尿酸保濕精華化妝水,質地清爽，流動性蠻高的，味道沒有特別的香精味。 以化妝水來說，我更喜歡噴頭的形式，不過這款化妝水比較不是那麼水的質地。 這款化妝水的好處就是可以濕敷，保濕力蠻足夠，睡前或是妝前保養都很合適，是一款簡簡單單的化妝水。 不過以價格來說應該不會回購，ＣＰ值偏低，但如果是容易敏感的朋友倒是可以試試看，感覺是不,,中性,價格偏高,"輕盈好吸收, 保濕有感"
144,DR.WU,玻尿酸保濕精華化妝水,"開啟我的保養之路就是dr.wu 一開始 這麼多瓶瓶罐罐身為男生的我真的看不懂 但是冬天讓臉越來越乾燥 所以還是鼓起勇氣走進屈臣氏 之所以會選擇dr.wu的原因是架子上成列很明確""保濕系列"" 而且購買醫美級的保養品感覺比較安心 他吸收很快又不黏 ""不黏就是我最大的訴求"" 買回家用幾天乾癢的部分有改善",,錯誤,,
145,DR.WU,玻尿酸保濕精華化妝水,我是年過35歲的中年大叔。  我沒收試用或受邀業配，都是自己花錢買來親自使用，所以我的心得是最真實的呈現！  這瓶質地是濃稠會牽絲那種，味道跟清爽型一樣，說不出來的味道，不算好聞也不難聞，我是可以接受的味道。  倒在手上直接拍上臉，我覺得有一點點黏感，又不至於到不舒服，適合對象它瓶身有寫乾肌比較適合。,,中性,質地黏膩,
146,DR.WU,玻尿酸保濕精華化妝水,很開心收到DR.WU和@COSME的邀請 體驗這款玻尿酸保濕精華化妝水  不得不說，只要說到MIT醫美保養品牌 就一定會想到DR.WU  成分單純不致敏、術後可以安心使用 已經成為DR.WU保養品的代名詞  因為我有定期做臉和醫美的習慣 一款溫和純保濕的保養品是非常必須的  這瓶結合了精華液和化妝水的,,正面,,"保濕有感,溫和不刺激"
147,DR.WU,玻尿酸保濕精華化妝水,我從很久以前就非常喜歡DR.WU這個醫美保養品牌，這次可以抽到DR.WU的玻尿酸保濕精華化妝水真的很幸運，而且是正品的容量150ml，非常大方。 這瓶精華化妝水是運用獨家「智慧型肌因活水科技」，同時擁有日本大分子玻尿酸和專利小分子玻尿酸、德國專利玻尿酸肌活因子、法國專利玻尿酸啟動因子，能深入肌膚，達到,,錯誤,,
